Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
94587,2/17/23,16961,72446,0, , 
94587,2/16/23,16961,72446,0,23258795.78, 
94587,2/15/23,16961,72446,4, , 
94587,2/14/23,16957,72446,37,25900002.51,0.822315
94587,2/13/23,16920,72446,0, , 
94587,2/12/23,16920,72446,0, , 
94587,2/11/23,16920,72446,3, , 
94587,2/10/23,16917,72446,0, , 
94587,2/9/23,16917,72446,5,13876074.62, 
94587,2/8/23,16912,72446,6, , 
94587,2/7/23,16906,72446,27,15975724.09,0.822074
94587,2/6/23,16879,72446,0, , 
94587,2/5/23,16879,72446,0, , 
94587,2/4/23,16879,72446,0, , 
94587,2/3/23,16879,72446,15, , 
94587,2/2/23,14456,72446,12,28598848.78, 
94587,2/1/23,16866,72446,2, , 
94587,1/31/23,16864,72446,0,31895681.18,0.82198
94587,1/30/23,16864,72446,10, , 
94587,1/29/23,16854,72446,0, , 
94587,1/28/23,16854,72446,0, , 
94587,1/27/23,16854,72446,2, , 
94587,1/26/23,16852,72446,8,7898066.85, 
94587,1/25/23,16844,72446,6, , 
94587,1/24/23,16838,72446,14,14617156.27,0.821793
94587,1/23/23,16824,72446,0, , 
94587,1/22/23,16824,72446,0, , 
94587,1/21/23,16824,72446,6, , 
94587,1/20/23,16818,72446,0, , 
94587,1/19/23,16818,72446,24,10475765.42, 
94587,1/18/23,16794,72446,0, , 
94587,1/17/23,16794,72446,18,5454717.488,0.821592
94587,1/16/23,16776,72446,0, , 
94587,1/15/23,16776,72446,0, , 
94587,1/14/23,16776,72446,0, , 
94587,1/13/23,16776,72446,0, , 
94587,1/12/23,16776,72446,62, , 
94587,1/11/23,16714,72446,0, , 
94587,1/10/23,16714,72446,13,4464897.673,0.821298
94587,1/9/23,16701,72446,0, , 
94587,1/8/23,16701,72446,0, , 
94587,1/7/23,16701,72446,0, , 
94587,1/6/23,16701,72446,0, , 
94587,1/5/23,16701,72446,28,10922088.8, 
94587,1/4/23,16673,72446,59, , 
94587,1/3/23,16614,72446,0,7321342.199,0.82091
94587,1/2/23,16614,72446,0, , 
94587,1/1/23,16614,72446,0, , 
94587,12/31/22,16614,72446,40, , 
94587,12/30/22,16574,72446,3, , 
94587,12/29/22,16571,72446,29, , 
94587,12/28/22,16542,72446,0, , 
94587,12/27/22,16542,72446,68,11891493.06,0.820602
94587,12/26/22,16474,72446,0, , 
94587,12/25/22,16474,72446,0, , 
94587,12/24/22,16474,72446,0, , 
94587,12/23/22,16474,72446,0, , 
94587,12/22/22,16474,72446,26,6687213.564, 
94587,12/21/22,16448,72446,10, , 
94587,12/20/22,16438,72446,88,5139336.204,0.820267
94587,12/19/22,16350,72446,0, , 
94587,12/18/22,16350,72446,0, , 
94587,12/17/22,16350,72446,0, , 
94587,12/16/22,16350,72446,0, , 
94587,12/15/22,16350,72446,22, , 
94587,12/14/22,16328,72446,24, , 
94587,12/13/22,16304,72446,16,17729880.31,0.820026
94587,12/12/22,16288,72446,60, , 
94587,12/11/22,16228,72446,0, , 
94587,12/10/22,16228,72446,0, , 
94587,12/9/22,16228,72446,85, , 
94587,12/8/22,16143,72446,18,1187274.152, 
94587,12/7/22,16125,72446,0, , 
94587,12/6/22,16125,72446,8,351776.4304,0.819732
94587,12/5/22,16117,72446,62, , 
94587,12/4/22,16055,72446,0, , 
94587,12/3/22,16055,72446,0, , 
94587,12/2/22,16055,72446,65, , 
94587,12/1/22,15990,72446,0,437442.6603, 
94587,11/30/22,15990,72446,17, , 
94587,11/29/22,15973,72446,89,471121.9387,0.819304
94587,11/28/22,15884,72446,0, , 
94587,11/27/22,15884,72446,0, , 
94587,11/26/22,15884,72446,0, , 
94587,11/25/22,15884,72446,0, , 
94587,11/24/22,15884,72446,2476, , 
94587,11/23/22,13408,72446,-2443, , 
94587,11/22/22,15851,72446,0,162681.4674,0.818996
94587,11/21/22,15851,72446,35, , 
94587,11/20/22,15816,72446,0, , 
94587,11/19/22,15816,72446,0, , 
94587,11/18/22,15816,72446,15, , 
94587,11/17/22,15801,72446,48,332766.8076, 
94587,11/16/22,15753,72446,0, , 
94587,11/15/22,15753,72446,0,175023.3332,0.818608
94587,11/14/22,15753,72446,46, , 
94587,11/13/22,15707,72446,0, , 
94587,11/12/22,15707,72446,0, , 
94587,11/11/22,15707,72446,0, , 
94587,11/10/22,15707,72446,18,210242.3026, 
94587,11/9/22,15689,72446,45, , 
94587,11/8/22,15644,72446,0,215960.5957,0.818246
94587,11/7/22,15644,72446,10, , 
94587,11/6/22,15634,72446,0, , 
94587,11/5/22,15634,72446,2571, , 
94587,11/4/22,13063,72446,-2556, , 
94587,11/3/22,15619,72446,24,784982.5233, 
94587,11/2/22,15595,72446,0, , 
94587,11/1/22,15595,72446,7,203277.8879,0.817724
94587,10/31/22,15588,72446,54, , 
94587,10/30/22,15534,72446,0, , 
94587,10/29/22,15534,72446,0, , 
94587,10/28/22,15534,72446,0, , 
94587,10/27/22,15534,72446,23, , 
94587,10/26/22,15511,72446,27, , 
94587,10/25/22,15484,72446,0, ,0.817363
94587,10/24/22,15484,72446,0, , 
94587,10/23/22,15484,72446,0, , 
94587,10/22/22,15484,72446,0, , 
94587,10/21/22,15484,72446,1152, , 
94587,10/20/22,14332,72446,-1122, , 
94587,10/19/22,15454,72446,0, , 
94587,10/18/22,15454,72446,22, ,0.816774
94587,10/17/22,15432,72446,0, , 
94587,10/16/22,15432,72446,0, , 
94587,10/15/22,15432,72446,0, , 
94587,10/14/22,15432,72446,4871, , 
94587,10/13/22,10561,72446,-4839, , 
94587,10/12/22,15400,72446,0, , 
94587,10/11/22,15400,72446,44, ,0.816239
94587,10/10/22,15356,72446,0, , 
94587,10/9/22,15356,72446,0, , 
94587,10/8/22,15356,72446,0, , 
94587,10/7/22,15356,72446,4, , 
94587,10/6/22,15352,72446,-1213, , 
94587,10/5/22,16565,72446,4864, , 
94587,10/4/22,11701,72446,-3627, ,0.815543
94587,10/3/22,15328,72446,0, , 
94587,10/2/22,15328,72446,0, , 
94587,10/1/22,15328,72446,0, , 
94587,9/30/22,15328,72446,11, , 
94587,9/29/22,15317,72446,11, , 
94587,9/28/22,15306,72446,13, , 
94587,9/27/22,15293,72446,11, ,0.814901
94587,9/26/22,15282,72446,18, , 
94587,9/25/22,15264,72446,0, , 
94587,9/24/22,15264,72446,0, , 
94587,9/23/22,15264,72446,20, , 
94587,9/22/22,15244,72446,-284, , 
94587,9/21/22,15528,72446,-39, , 
94587,9/20/22,15567,72446,-402, ,0.814124
94587,9/19/22,15969,72446,427, , 
94587,9/18/22,15542,72446,0, , 
94587,9/17/22,15542,72446,0, , 
94587,9/16/22,15542,72446,197, , 
94587,9/15/22,15345,72446,91, , 
94587,9/14/22,15254,72446,142, , 
94587,9/13/22,15112,72446,0, ,0.813348
94587,9/12/22,15112,72446,6, , 
94587,9/11/22,15106,72446,0, , 
94587,9/10/22,15106,72446,0, , 
94587,9/9/22,15106,72446,38, , 
94587,9/8/22,15068,72446,9, , 
94587,9/7/22,15059,72446,60, , 
94587,9/6/22,14999,72446,0, ,0.812893
94587,9/5/22,14999,72446,0, , 
94587,9/4/22,14999,72446,0, , 
94587,9/3/22,14999,72446,0, , 
94587,9/2/22,14999,72446,0, , 
94587,9/1/22,14999,72446,36, , 
94587,8/31/22,14963,72446,9, , 
94587,8/30/22,14954,72446,2, ,0.812398
94587,8/29/22,14952,72446,51, , 
94587,8/28/22,14901,72446,0, , 
94587,8/27/22,14901,72446,0, , 
94587,8/26/22,14901,72446,20, , 
94587,8/25/22,14881,72446,68, , 
94587,8/24/22,14813,72446,0, , 
94587,8/23/22,14813,72446,0, ,0.811796
94587,8/22/22,14813,72446,0, , 
94587,8/21/22,14813,72446,0, , 
94587,8/20/22,14813,72446,0, , 
94587,8/19/22,14813,72446,22, , 
94587,8/18/22,14791,72446,16, , 
94587,8/17/22,14775,72446,35, , 
94587,8/16/22,14740,72446,49, ,0.810899
94587,8/15/22,14691,72446,0, , 
94587,8/14/22,14691,72446,0, , 
94587,8/13/22,14691,72446,-2, , 
94587,8/12/22,14693,72446,42, , 
94587,8/11/22,14651,72446,0, , 
94587,8/10/22,14651,72446,15, , 
94587,8/9/22,14636,72446,25, ,0.81015
94587,8/8/22,14611,72446,64, , 
94587,8/7/22,14547,72446,0, , 
94587,8/6/22,14547,72446,0, , 
94587,8/5/22,14547,72446,50, , 
94587,8/4/22,14497,72446,0, , 
94587,8/3/22,14497,72446,8, , 
94587,8/2/22,14489,72446,0, ,0.809159
94587,8/1/22,14489,72446,114, , 
94587,7/31/22,14375,72446,0, , 
94587,7/30/22,14375,72446,0, , 
94587,7/29/22,14375,72446,0, , 
94587,7/28/22,14375,72446,34, , 
94587,7/27/22,14341,72446,0, , 
94587,7/26/22,14341,72446,116, ,0.807995
94587,7/25/22,14225,72446,0, , 
94587,7/24/22,14225,72446,0, , 
94587,7/23/22,14225,72446,0, , 
94587,7/22/22,14225,72446,-3, , 
94587,7/21/22,14228,72446,75, , 
94587,7/20/22,14153,72446,179, , 
94587,7/19/22,13974,72446,0, ,0.807058
94587,7/18/22,13974,72446,0, , 
94587,7/17/22,13974,72446,0, , 
94587,7/16/22,13974,72446,0, , 
94587,7/15/22,13974,72446,0, , 
94587,7/14/22,13974,72446,36, , 
94587,7/13/22,13938,72446,26, , 
94587,7/12/22,13912,72446,128, ,0.806777
94587,7/11/22,13784,72446,0, , 
94587,7/10/22,13784,72446,0, , 
94587,7/9/22,13784,72446,0, , 
94587,7/8/22,13784,72446,55, , 
94587,7/7/22,13729,72446,0, , 
94587,7/6/22,13729,72446,121, , 
94587,7/5/22,13608,72446,0, ,0.806269
94587,7/4/22,13608,72446,17, , 
94587,7/3/22,13591,72446,0, , 
94587,7/2/22,13591,72446,-2, , 
94587,7/1/22,13593,72446,0, , 
94587,6/30/22,13593,72446,94, , 
