Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
95076,2/17/23,24475,86703,0, , 
95076,2/16/23,24475,86703,29,13777190.56, 
95076,2/15/23,24446,86703,0,11593643.46, 
95076,2/14/23,24446,86703,0, ,0.789069
95076,2/13/23,24446,86703,12, , 
95076,2/12/23,24434,86703,0, , 
95076,2/11/23,24434,86703,0, , 
95076,2/10/23,24434,86703,24, , 
95076,2/9/23,24410,86703,0,22440873.59, 
95076,2/8/23,24410,86703,0,10546405.23, 
95076,2/7/23,24410,86703,0, ,0.788712
95076,2/6/23,24410,86703,40,14217418.71, 
95076,2/5/23,24370,86703,0, , 
95076,2/4/23,24370,86703,0, , 
95076,2/3/23,24370,86703,0, , 
95076,2/2/23,24370,86703,23,17004448.78, 
95076,2/1/23,24347,86703,0,14728468.28, 
95076,1/31/23,24347,86703,0, ,0.788413
95076,1/30/23,24347,86703,17,15882239.3, 
95076,1/29/23,24330,86703,0, , 
95076,1/28/23,24330,86703,0, , 
95076,1/27/23,24330,86703,0, , 
95076,1/26/23,24330,86703,22,8519183.016, 
95076,1/25/23,24308,86703,0,24222172.67, 
95076,1/24/23,24308,86703,0, ,0.788113
95076,1/23/23,24308,86703,27,16285819.82, 
95076,1/22/23,24281,86703,0, , 
95076,1/21/23,24281,86703,0, , 
95076,1/20/23,24281,86703,0, , 
95076,1/19/23,24281,86703,12,4945276.281, 
95076,1/18/23,24269,86703,0,16092932.5, 
95076,1/17/23,24269,86703,36,6391253.662,0.787814
95076,1/16/23,24233,86703,0, , 
95076,1/15/23,24233,86703,0, , 
95076,1/14/23,24233,86703,0, , 
95076,1/13/23,24233,86703,0, , 
95076,1/12/23,24233,86703,21,3768922.186, 
95076,1/11/23,24212,86703,0,10023232.39, 
95076,1/10/23,24212,86703,0, ,0.787504
95076,1/9/23,24212,86703,31,7963976.155, 
95076,1/8/23,24181,86703,0, , 
95076,1/7/23,24181,86703,0, , 
95076,1/6/23,24181,86703,0, , 
95076,1/5/23,24181,86703,3, , 
95076,1/4/23,24178,86703,0,17760970.05, 
95076,1/3/23,24178,86703,53, ,0.787204
95076,1/2/23,24125,86703,0, , 
95076,1/1/23,24125,86703,0, , 
95076,12/31/22,24125,86703,0, , 
95076,12/30/22,24125,86703,9, , 
95076,12/29/22,24116,86703,2, , 
95076,12/28/22,24114,86703,0,11279514.67, 
95076,12/27/22,24114,86703,128,18544106.62,0.786894
95076,12/26/22,23986,86703,0, , 
95076,12/25/22,23986,86703,0, , 
95076,12/24/22,23986,86703,0, , 
95076,12/23/22,23986,86703,0, , 
95076,12/22/22,23986,86703,0, , 
95076,12/21/22,23986,86703,0,6402813.287, 
95076,12/20/22,23986,86703,0, ,0.786721
95076,12/19/22,23986,86703,0,3223953.671, 
95076,12/18/22,23986,86703,0, , 
95076,12/17/22,23986,86703,0, , 
95076,12/16/22,23986,86703,0, , 
95076,12/15/22,23986,86703,31,90615.58319, 
95076,12/14/22,23955,86703,0,247882.3662, 
95076,12/13/22,23955,86703,0, ,0.786445
95076,12/12/22,23955,86703,96,434318.8604, 
95076,12/11/22,23859,86703,0, , 
95076,12/10/22,23859,86703,0, , 
95076,12/9/22,23859,86703,0, , 
95076,12/8/22,23859,86703,35,374174.7185, 
95076,12/7/22,23824,86703,0, , 
95076,12/6/22,23824,86703,0, ,0.786031
95076,12/5/22,23824,86703,119, , 
95076,12/4/22,23705,86703,0, , 
95076,12/3/22,23705,86703,0, , 
95076,12/2/22,23705,86703,0, , 
95076,12/1/22,23705,86703,0, , 
95076,11/30/22,23705,86703,0, , 
95076,11/29/22,23705,86703,0, ,0.785639
95076,11/28/22,23705,86703,64, , 
95076,11/27/22,23641,86703,0, , 
95076,11/26/22,23641,86703,0, , 
95076,11/25/22,23641,86703,0, , 
95076,11/24/22,23641,86703,0, , 
95076,11/23/22,23641,86703,0, , 
95076,11/22/22,23641,86703,0, ,0.785386
95076,11/21/22,23641,86703,41, , 
95076,11/20/22,23600,86703,0, , 
95076,11/19/22,23600,86703,0, , 
95076,11/18/22,23600,86703,0, , 
95076,11/17/22,23600,86703,13, , 
95076,11/16/22,23587,86703,0, , 
95076,11/15/22,23587,86703,0, ,0.785099
95076,11/14/22,23587,86703,43, , 
95076,11/13/22,23544,86703,0, , 
95076,11/12/22,23544,86703,0, , 
95076,11/11/22,23544,86703,0, , 
95076,11/10/22,23544,86703,28, , 
95076,11/9/22,23516,86703,0, , 
95076,11/8/22,23516,86703,0, ,0.784776
95076,11/7/22,23516,86703,39, , 
95076,11/6/22,23477,86703,0, , 
95076,11/5/22,23477,86703,0, , 
95076,11/4/22,23477,86703,0, , 
95076,11/3/22,23477,86703,15, , 
95076,11/2/22,23462,86703,0, , 
95076,11/1/22,23462,86703,0, ,0.784362
