Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/liter of wastewater),Proportion of Population Fully Vaccinated
94112,6/9/22,16196,85166,34,678130.2694, 
94112,6/8/22,16162,85166,45,537095.2759, 
94112,6/7/22,16117,85166,99,739995.6665,0.904872
94112,6/6/22,16018,85166,24, , 
94112,6/5/22,15994,85166,71, , 
94112,6/4/22,15923,85166,52, , 
94112,6/3/22,15871,85166,30, , 
94112,6/2/22,15841,85166,29,3205231.038, 
94112,6/1/22,15812,85166,130,482592.2546, 
94112,5/31/22,15682,85166,0, ,0.904364
94112,5/30/22,15682,85166,27, , 
94112,5/29/22,15655,85166,78, , 
94112,5/28/22,15577,85166,66, , 
94112,5/27/22,15511,85166,17, , 
94112,5/26/22,15494,85166,34, , 
94112,5/25/22,15460,85166,56, , 
94112,5/24/22,15404,85166,96, ,0.90401
94112,5/23/22,15308,85166,40, , 
94112,5/22/22,15268,85166,46, , 
94112,5/21/22,15222,85166,79, , 
94112,5/20/22,15143,85166,21, , 
94112,5/19/22,15122,85166,72,968199.2798, 
94112,5/18/22,15050,85166,23,661416.1174, 
94112,5/17/22,15027,85166,86,877837.1582,0.903326
94112,5/16/22,14941,85166,33, , 
94112,5/15/22,14908,85166,61, , 
94112,5/14/22,14847,85166,67, , 
94112,5/13/22,14780,85166,14, , 
94112,5/12/22,14766,85166,64,827160.2376, 
94112,5/11/22,14702,85166,40,818971.5983, 
94112,5/10/22,14662,85166,54,744050.6795,0.902747
94112,5/9/22,14608,85166,17, , 
94112,5/8/22,14591,85166,21, , 
94112,5/7/22,14570,85166,43, , 
94112,5/6/22,14527,85166,9, , 
94112,5/5/22,14518,85166,19,389541.7887, 
94112,5/4/22,14499,85166,19,374772.939, 
94112,5/3/22,14480,85166,35,381168.5893,0.902251
94112,5/2/22,14445,85166,31, , 
94112,5/1/22,14414,85166,29, , 
94112,4/30/22,14385,85166,48, , 
94112,4/29/22,14337,85166,13, , 
94112,4/28/22,14324,85166,16,463991.9739, 
94112,4/27/22,14308,85166,24,1202283.244, 
94112,4/26/22,14284,85166,36,341094.0755,0.90159
94112,4/25/22,14248,85166,7, , 
94112,4/24/22,14241,85166,25, , 
94112,4/23/22,14216,85166,25, , 
94112,4/22/22,14191,85166,-1, , 
94112,4/21/22,14192,85166,8,134319.6309, 
94112,4/20/22,14184,85166,11,600012.1867, 
94112,4/19/22,14173,85166,13,190862.8998,0.900728
94112,4/18/22,14160,85166,3, , 
94112,4/17/22,14157,85166,10, , 
94112,4/16/22,14147,85166,23, , 
94112,4/15/22,14124,85166,4, , 
94112,4/14/22,14120,85166,5,74750.28992, 
94112,4/13/22,14115,85166,12,39815.56575, 
94112,4/12/22,14103,85166,16,40050.67825,0.900008
94112,4/11/22,14087,85166,6, , 
94112,4/10/22,14081,85166,9, , 
94112,4/9/22,14072,85166,21, , 
94112,4/8/22,14051,85166,5, , 
94112,4/7/22,14046,85166,6,162903.3915, 
94112,4/6/22,14040,85166,15,30383.58816, 
94112,4/5/22,14025,85166,6,11600.65699,0.8993
94112,4/4/22,14019,85166,4, , 
94112,4/3/22,14015,85166,9, , 
94112,4/2/22,14006,85166,11, , 
94112,4/1/22,13995,85166,2, , 
94112,3/31/22,13993,85166,-4,5437.847932, 
94112,3/30/22,13997,85166,5,1488.861203, 
94112,3/29/22,13992,85166,3,1783.557236,0.898474
94112,3/28/22,13989,85166,10, , 
94112,3/27/22,13979,85166,4, , 
94112,3/26/22,13975,85166,16, , 
94112,3/25/22,13959,85166,2, , 
94112,3/24/22,13957,85166,8,4484.802643, 
94112,3/23/22,13949,85166,8,0, 
94112,3/22/22,13941,85166,8,3691.619873,0.897683
94112,3/21/22,13933,85166,3, , 
94112,3/20/22,13930,85166,11, , 
94112,3/19/22,13919,85166,12, , 
94112,3/18/22,13907,85166,6, , 
94112,3/17/22,13901,85166,10,119574.7528, 
94112,3/16/22,13891,85166,17,36320.62848, 
94112,3/15/22,13874,85166,7,4773.054441,0.896821
94112,3/14/22,13867,85166,8, , 
94112,3/13/22,13859,85166,8, , 
94112,3/12/22,13851,85166,7, , 
94112,3/11/22,13844,85166,10, , 
94112,3/10/22,13834,85166,-26,2709.667325, 
94112,3/9/22,13860,85166,12,3210.280895, 
94112,3/8/22,13848,85166,-15,5135.449886,0.895593
94112,3/7/22,13863,85166,11, , 
94112,3/6/22,13852,85166,11, , 
94112,3/5/22,13841,85166,12, , 
94112,3/4/22,13829,85166,11, , 
94112,3/3/22,13818,85166,2, , 
94112,3/2/22,13816,85166,6, , 
94112,3/1/22,13810,85166,7, ,0.894259
94112,2/28/22,13803,85166,12, , 
94112,2/27/22,13791,85166,17, , 
94112,2/26/22,13774,85166,9, , 
94112,2/25/22,13765,85166,44, , 
94112,2/24/22,13721,85166,1, , 
94112,2/23/22,13720,85166,50, , 
94112,2/22/22,13670,85166,0, ,0.892583
94112,2/21/22,13670,85166,7, , 
94112,2/20/22,13663,85166,20, , 
94112,2/19/22,13643,85166,40, , 
94112,2/18/22,13603,85166,7, , 
94112,2/17/22,13596,85166,14, , 
94112,2/16/22,13582,85166,44, , 
94112,2/15/22,13538,85166,44, ,0.890599
94112,2/14/22,13494,85166,29, , 
94112,2/13/22,13465,85166,29, , 
94112,2/12/22,13436,85166,42, , 
94112,2/11/22,13394,85166,37, , 
94112,2/10/22,13357,85166,16, , 
94112,2/9/22,13341,85166,470, , 
94112,2/8/22,12871,85166,87, ,0.887719
94112,2/7/22,12784,85166,20, , 
94112,2/6/22,12764,85166,59, , 
94112,2/5/22,12705,85166,0, , 
94112,2/4/22,12705,85166,96, , 
94112,2/3/22,12609,85166,2072, , 
94112,2/2/22,10537,85166,85, , 
94112,2/1/22,10452,85166,-1848, ,0.884154
94112,1/31/22,12300,85166,20, , 
94112,1/30/22,12280,85166,80, , 
94112,1/29/22,12200,85166,145, , 
94112,1/28/22,12055,85166,54, , 
94112,1/27/22,12001,85166,66, , 
94112,1/26/22,11935,85166,163, , 
94112,1/25/22,11772,85166,333, ,0.879915
94112,1/24/22,11439,85166,48, , 
94112,1/23/22,11391,85166,140, , 
94112,1/22/22,11251,85166,468, , 
94112,1/21/22,10783,85166,154, , 
94112,1/20/22,10629,85166,212, , 
94112,1/19/22,10417,85166,1367, , 
94112,1/18/22,9050,85166,0, ,0.876468
94112,1/17/22,9050,85166,5, , 
94112,1/16/22,9045,85166,45, , 
94112,1/15/22,9000,85166,96, , 
94112,1/14/22,8904,85166,156, , 
94112,1/13/22,8748,85166,100, , 
94112,1/12/22,8648,85166,143, , 
94112,1/11/22,8505,85166,498, ,0.872502
94112,1/10/22,8007,85166,17, , 
94112,1/9/22,7990,85166,89, , 
94112,1/8/22,7901,85166,209, , 
94112,1/7/22,7692,85166,149, , 
94112,1/6/22,7543,85166,30, , 
94112,1/5/22,7513,85166,104, , 
94112,1/4/22,7409,85166,351, ,0.866918
94112,1/3/22,7058,85166,0, , 
94112,1/2/22,7058,85166,103, , 
94112,1/1/22,6955,85166,137, , 
94112,12/31/21,6818,85166,50, , 
94112,12/30/21,6768,85166,12, , 
94112,12/29/21,6756,85166,46, , 
94112,12/28/21,6710,85166,110, ,0.862172
94112,12/27/21,6600,85166,0, , 
94112,12/26/21,6600,85166,37, , 
94112,12/25/21,6563,85166,26, , 
94112,12/24/21,6537,85166,10, , 
94112,12/23/21,6527,85166,12, , 
94112,12/22/21,6515,85166,17, , 
94112,12/21/21,6498,85166,16, ,0.858099
94112,12/20/21,6482,85166,10, , 
94112,12/19/21,6472,85166,9, , 
94112,12/18/21,6463,85166,7, , 
94112,12/17/21,6456,85166,3, , 
94112,12/16/21,6453,85166,57, , 
94112,12/15/21,6396,85166,0, , 
94112,12/14/21,6396,85166,0, ,0.851771
94112,12/13/21,6396,85166,0, , 
94112,12/12/21,6396,85166,0, , 
94112,12/11/21,6396,85166,0, , 
94112,12/10/21,6396,85166,0, , 
94112,12/9/21,6396,85166,0, , 
94112,12/8/21,6396,85166,0, , 
94112,12/7/21,6396,85166,17, ,0.842847
94112,12/6/21,6379,85166,8, , 
94112,12/5/21,6371,85166,4, , 
94112,12/4/21,6367,85166,8, , 
94112,12/3/21,6359,85166,2, , 
94112,12/2/21,6357,85166,0, , 
94112,12/1/21,6357,85166,-1, , 
94112,11/30/21,6358,85166,0, ,0.831419
94112,11/29/21,6358,85166,3, , 
94112,11/28/21,6355,85166,6, , 
94112,11/27/21,6349,85166,5, , 
94112,11/26/21,6344,85166,0, , 
94112,11/25/21,6344,85166,3, , 
94112,11/24/21,6341,85166,-1, , 
94112,11/23/21,6342,85166,10, ,0.826531
94112,11/22/21,6332,85166,2, , 
94112,11/21/21,6330,85166,2, , 
94112,11/20/21,6328,85166,6, , 
94112,11/19/21,6322,85166,2, , 
94112,11/18/21,6320,85166,0, , 
94112,11/17/21,6320,85166,0, , 
94112,11/16/21,6320,85166,9, ,0.824288
94112,11/15/21,6311,85166,2, , 
94112,11/14/21,6309,85166,0, , 
94112,11/13/21,6309,85166,8, , 
94112,11/12/21,6301,85166,4, , 
94112,11/11/21,6297,85166,8, , 
94112,11/10/21,6289,85166,10, , 
94112,11/9/21,6279,85166,8, ,0.822199
94112,11/8/21,6271,85166,3, , 
94112,11/7/21,6268,85166,3, , 
94112,11/6/21,6265,85166,6, , 
94112,11/5/21,6259,85166,1, , 
94112,11/4/21,6258,85166,1, , 
94112,11/3/21,6257,85166,0, , 
94112,11/2/21,6257,85166,13, ,0.819814
94112,11/1/21,6244,85166,6, , 
94112,10/31/21,6238,85166,3, , 
94112,10/30/21,6235,85166,2, , 
94112,10/29/21,6233,85166,-1, , 
94112,10/28/21,6234,85166,1, , 
94112,10/27/21,6233,85166,7, , 
94112,10/26/21,6226,85166,5, ,0.817028
94112,10/25/21,6221,85166,1, , 
94112,10/24/21,6220,85166,2, , 
94112,10/23/21,6218,85166,46, , 
94112,10/22/21,6172,85166,0, , 
94112,10/21/21,6172,85166,0, , 
94112,10/20/21,6172,85166,0, , 
94112,10/19/21,6172,85166,0, ,0.814419
94112,10/18/21,6172,85166,0, , 
94112,10/17/21,6172,85166,0, , 
94112,10/16/21,6172,85166,0, , 
94112,10/15/21,6172,85166,0, , 
94112,10/14/21,6172,85166,0, , 
94112,10/13/21,6172,85166,8, , 
94112,10/12/21,6164,85166,15, ,0.811468
94112,10/11/21,6149,85166,2, , 
94112,10/10/21,6147,85166,5, , 
94112,10/9/21,6142,85166,5, , 
94112,10/8/21,6137,85166,3, , 
94112,10/7/21,6134,85166,4, , 
94112,10/6/21,6130,85166,8, , 
94112,10/5/21,6122,85166,14, ,0.808859
94112,10/4/21,6108,85166,3, , 
94112,10/3/21,6105,85166,3, , 
94112,10/2/21,6102,85166,27, , 
94112,10/1/21,6075,85166,0, , 
94112,9/30/21,6075,85166,0, , 
94112,9/29/21,6075,85166,3, , 
94112,9/28/21,6072,85166,4, ,0.805258
94112,9/27/21,6068,85166,2, , 
94112,9/26/21,6066,85166,6, , 
94112,9/25/21,6060,85166,11, , 
94112,9/24/21,6049,85166,44, , 
94112,9/23/21,6005,85166,0, , 
94112,9/22/21,6005,85166,0, , 
94112,9/21/21,6005,85166,0, ,0.801126
94112,9/20/21,6005,85166,0, , 
94112,9/19/21,6005,85166,9, , 
94112,9/18/21,5996,85166,14, , 
94112,9/17/21,5982,85166,7, , 
94112,9/16/21,5975,85166,4, , 
94112,9/15/21,5971,85166,9, , 
94112,9/14/21,5962,85166,23, ,0.796215
94112,9/13/21,5939,85166,3, , 
94112,9/12/21,5936,85166,16, , 
94112,9/11/21,5920,85166,4, , 
94112,9/10/21,5916,85166,5, , 
94112,9/9/21,5911,85166,10, , 
94112,9/8/21,5901,85166,17, , 
94112,9/7/21,5884,85166,0, ,0.78984
94112,9/6/21,5884,85166,2, , 
94112,9/5/21,5882,85166,17, , 
94112,9/4/21,5865,85166,0, , 
94112,9/3/21,5865,85166,7, , 
94112,9/2/21,5858,85166,17, , 
94112,9/1/21,5841,85166,-40, , 
94112,8/31/21,5881,85166,0, ,0.784681
94112,8/30/21,5881,85166,9, , 
94112,8/29/21,5872,85166,9, , 
94112,8/28/21,5863,85166,22, , 
94112,8/27/21,5841,85166,3, , 
94112,8/26/21,5838,85166,0, , 
94112,8/25/21,5838,85166,10, , 
94112,8/24/21,5828,85166,41, ,0.778838
94112,8/23/21,5787,85166,4, , 
94112,8/22/21,5783,85166,52, , 
94112,8/21/21,5731,85166,0, , 
94112,8/20/21,5731,85166,0, , 
94112,8/19/21,5731,85166,0, , 
94112,8/18/21,5731,85166,14, , 
94112,8/17/21,5717,85166,19, ,0.773265
94112,8/16/21,5698,85166,17, , 
94112,8/15/21,5681,85166,85, , 
94112,8/14/21,5596,85166,0, , 
94112,8/13/21,5596,85166,0, , 
94112,8/12/21,5596,85166,0, , 
94112,8/11/21,5596,85166,0, , 
94112,8/10/21,5596,85166,21, ,0.768177
94112,8/9/21,5575,85166,21, , 
94112,8/8/21,5554,85166,17, , 
94112,8/7/21,5537,85166,15, , 
94112,8/6/21,5522,85166,10, , 
94112,8/5/21,5512,85166,7, , 
94112,8/4/21,5505,85166,52, , 
94112,8/3/21,5453,85166,3, ,0.763538
94112,8/2/21,5450,85166,8, , 
94112,8/1/21,5442,85166,22, , 
94112,7/31/21,5420,85166,28, , 
94112,7/30/21,5392,85166,5, , 
94112,7/29/21,5387,85166,0, , 
94112,7/28/21,5387,85166,22, , 
94112,7/27/21,5365,85166,17, ,0.759146
94112,7/26/21,5348,85166,11, , 
94112,7/25/21,5337,85166,16, , 
94112,7/24/21,5321,85166,25, , 
94112,7/23/21,5296,85166,0, , 
94112,7/22/21,5296,85166,19, , 
94112,7/21/21,5277,85166,14, , 
94112,7/20/21,5263,85166,15, ,0.754034
94112,7/19/21,5248,85166,8, , 
94112,7/18/21,5240,85166,11, , 
94112,7/17/21,5229,85166,13, , 
94112,7/16/21,5216,85166,7, , 
94112,7/15/21,5209,85166,11, , 
94112,7/14/21,5198,85166,4, , 
94112,7/13/21,5194,85166,8, ,0.74812
94112,7/12/21,5186,85166,5, , 
94112,7/11/21,5181,85166,5, , 
94112,7/10/21,5176,85166,1, , 
94112,7/9/21,5175,85166,3, , 
94112,7/8/21,5172,85166,10, , 
94112,7/7/21,5162,85166,9, , 
94112,7/6/21,5153,85166,0, ,0.741816
94112,7/5/21,5153,85166,2, , 
94112,7/4/21,5151,85166,3, , 
94112,7/3/21,5148,85166,5, , 
94112,7/2/21,5143,85166,1, , 
94112,7/1/21,5142,85166,0, , 
94112,6/30/21,5142,85166,1, , 
94112,6/29/21,5141,85166,0, ,0.733729
94112,6/28/21,5141,85166,0, , 
94112,6/27/21,5141,85166,1, , 
94112,6/26/21,5140,85166,3, , 
94112,6/25/21,5137,85166,0, , 
94112,6/24/21,5137,85166,2, , 
94112,6/23/21,5135,85166,3, , 
94112,6/22/21,5132,85166,4, ,0.724002
94112,6/21/21,5128,85166,0, , 
94112,6/20/21,5128,85166,0, , 
94112,6/19/21,5128,85166,1, , 
94112,6/18/21,5127,85166,1, , 
94112,6/17/21,5126,85166,3, , 
94112,6/16/21,5123,85166,0, , 
94112,6/15/21,5123,85166,0, ,0.711618
94112,6/14/21,5123,85166,1, , 
94112,6/13/21,5122,85166,1, , 
94112,6/12/21,5121,85166,3, , 
94112,6/11/21,5118,85166,0, , 
94112,6/10/21,5118,85166,1, , 
94112,6/9/21,5117,85166,0, , 
94112,6/8/21,5117,85166,2, ,0.691832
94112,6/7/21,5115,85166,1, , 
94112,6/6/21,5114,85166,2, , 
94112,6/5/21,5112,85166,2, , 
94112,6/4/21,5110,85166,0, , 
94112,6/3/21,5110,85166,1, , 
94112,6/2/21,5109,85166,0, , 
94112,6/1/21,5109,85166,3, ,0.666309
94112,5/31/21,5106,85166,0, , 
94112,5/30/21,5106,85166,2, , 
94112,5/29/21,5104,85166,0, , 
94112,5/28/21,5104,85166,0, , 
94112,5/27/21,5104,85166,1, , 
94112,5/26/21,5103,85166,0, , 
94112,5/25/21,5103,85166,2, ,0.650182
94112,5/24/21,5101,85166,0, , 
94112,5/23/21,5101,85166,2, , 
94112,5/22/21,5099,85166,3, , 
94112,5/21/21,5096,85166,1, , 
94112,5/20/21,5095,85166,1, , 
94112,5/19/21,5094,85166,1, , 
94112,5/18/21,5093,85166,-2, ,0.622086
94112,5/17/21,5095,85166,3, , 
94112,5/16/21,5092,85166,5, , 
94112,5/15/21,5087,85166,11, , 
94112,5/14/21,5076,85166,0, , 
94112,5/13/21,5076,85166,7, , 
