Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
95407,2/17/23,13859,42483,0, , 
95407,2/16/23,13859,42483,2,25369575.79, 
95407,2/15/23,13857,42483,3, , 
95407,2/14/23,13854,42483,2,28467345.79,0.772212
95407,2/13/23,13852,42483,1,27333425.03, 
95407,2/12/23,13851,42483,0, , 
95407,2/11/23,13851,42483,1, , 
95407,2/10/23,13850,42483,4, , 
95407,2/9/23,13846,42483,6,19408343.84, 
95407,2/8/23,13840,42483,0,31503554.93, 
95407,2/7/23,13840,42483,6, ,0.771903
95407,2/6/23,13834,42483,-1,25573861.85, 
95407,2/5/23,13835,42483,0, , 
95407,2/4/23,13835,42483,4, , 
95407,2/3/23,13831,42483,5, , 
95407,2/2/23,13826,42483,9,23161840.04, 
95407,2/1/23,13817,42483,4,28127257.93, 
95407,1/31/23,13813,42483,10, ,0.771713
95407,1/30/23,13803,42483,1,22329832.04, 
95407,1/29/23,13802,42483,0, , 
95407,1/28/23,13802,42483,2, , 
95407,1/27/23,13800,42483,1, , 
95407,1/26/23,13799,42483,5,13623890.34, 
95407,1/25/23,13794,42483,2, , 
95407,1/24/23,13792,42483,7,11325676.48,0.771332
95407,1/23/23,13785,42483,1,12458424.13, 
95407,1/22/23,13784,42483,0, , 
95407,1/21/23,13784,42483,3, , 
95407,1/20/23,13781,42483,0, , 
95407,1/19/23,13781,42483,7,6150584.481, 
95407,1/18/23,13774,42483,9, , 
95407,1/17/23,13765,42483,0,13034667.97,0.770975
95407,1/16/23,13765,42483,2,9493617.468, 
95407,1/15/23,13763,42483,0, , 
95407,1/14/23,13763,42483,8, , 
95407,1/13/23,13755,42483,5, , 
95407,1/12/23,13750,42483,2,10721593.34, 
95407,1/11/23,13748,42483,1, , 
95407,1/10/23,13747,42483,9,8504075.556,0.77069
95407,1/9/23,13738,42483,-3,15645485.72, 
95407,1/8/23,13741,42483,0, , 
95407,1/7/23,13741,42483,10, , 
95407,1/6/23,13731,42483,8, , 
95407,1/5/23,13723,42483,3,8840532.951, 
95407,1/4/23,13720,42483,5, , 
95407,1/3/23,13715,42483,21,20733262.8,0.770309
95407,1/2/23,13694,42483,1,13540933.06, 
95407,1/1/23,13693,42483,0, , 
95407,12/31/22,13693,42483,7, , 
95407,12/30/22,13686,42483,3, , 
95407,12/29/22,13683,42483,7, , 
95407,12/28/22,13676,42483,7, , 
95407,12/27/22,13669,42483,11, ,0.770023
95407,12/26/22,13658,42483,-2,17365566.68, 
95407,12/25/22,13660,42483,0,12050991.82, 
95407,12/24/22,13660,42483,11, , 
95407,12/23/22,13649,42483,11, , 
95407,12/22/22,13638,42483,4, , 
95407,12/21/22,13634,42483,8, , 
95407,12/20/22,13626,42483,19,7709204.031,0.769857
95407,12/19/22,13607,42483,2,11641696.3, 
95407,12/18/22,13605,42483,0, , 
95407,12/17/22,13605,42483,0, , 
95407,12/16/22,13605,42483,8, , 
95407,12/15/22,13597,42483,8,9075692.591, 
95407,12/14/22,13589,42483,9, , 
95407,12/13/22,13580,42483,11,335022.147,0.769571
95407,12/12/22,13569,42483,-1,308399.3199, 
95407,12/11/22,13570,42483,0, , 
95407,12/10/22,13570,42483,13, , 
95407,12/9/22,13557,42483,18, , 
95407,12/8/22,13539,42483,5,334922.9038, 
95407,12/7/22,13534,42483,7, , 
95407,12/6/22,13527,42483,15,191187.1148,0.769191
95407,12/5/22,13512,42483,2,262051.9548, 
95407,12/4/22,13510,42483,0, , 
95407,12/3/22,13510,42483,6, , 
95407,12/2/22,13504,42483,10, , 
95407,12/1/22,13494,42483,5,434883.9853, 
95407,11/30/22,13489,42483,7, , 
95407,11/29/22,13482,42483,15,245939.8723,0.768929
95407,11/28/22,13467,42483,1,555384.6995, 
95407,11/27/22,13466,42483,0, , 
95407,11/26/22,13466,42483,6, , 
95407,11/25/22,13460,42483,6, , 
95407,11/24/22,13454,42483,3,138784.3893, 
95407,11/23/22,13451,42483,7, , 
95407,11/22/22,13444,42483,16,135936.9206,0.768881
95407,11/21/22,13428,42483,0,123798.5705, 
95407,11/20/22,13428,42483,0, , 
95407,11/19/22,13428,42483,2, , 
95407,11/18/22,13426,42483,7, , 
95407,11/17/22,13419,42483,0,180406.97, 
95407,11/16/22,13419,42483,4, , 
95407,11/15/22,13415,42483,6,67231.04205,0.768643
95407,11/14/22,13409,42483,-1,130802.5954, 
95407,11/13/22,13410,42483,0, , 
95407,11/12/22,13410,42483,7, , 
95407,11/11/22,13403,42483,4, , 
95407,11/10/22,13399,42483,5,56866.15314, 
95407,11/9/22,13394,42483,10, , 
95407,11/8/22,13384,42483,2,74693.23864,0.768524
95407,11/7/22,13382,42483,1,155215.8762, 
95407,11/6/22,13381,42483,-1, , 
95407,11/5/22,13382,42483,4, , 
95407,11/4/22,13378,42483,8, , 
95407,11/3/22,13370,42483,8,82988.69541, 
95407,11/2/22,13362,42483,1, , 
95407,11/1/22,13361,42483,7,49406.21964,0.768215
95407,10/31/22,13354,42483,0,45285.19266, 
95407,10/30/22,13354,42483,0, , 
95407,10/29/22,13354,42483,11847, , 
95407,10/28/22,1507,42483,-11841, , 
95407,10/27/22,13348,42483,4,65705.60439, 
95407,10/26/22,13344,42483,2, , 
95407,10/25/22,13342,42483,6,78190.98015,0.767715
95407,10/24/22,13336,42483,0,115861.9687, 
95407,10/23/22,13336,42483,0, , 
95407,10/22/22,13336,42483,1, , 
95407,10/21/22,13335,42483,5, , 
95407,10/20/22,13330,42483,9,49831.33331, 
95407,10/19/22,13321,42483,1, , 
95407,10/18/22,13320,42483,2,176539.489,0.767263
95407,10/17/22,13318,42483,1,55730.41173, 
95407,10/16/22,13317,42483,0, , 
95407,10/15/22,13317,42483,10, , 
95407,10/14/22,13307,42483,0, , 
95407,10/13/22,13307,42483,0,102411.181, 
95407,10/12/22,13307,42483,1, , 
95407,10/11/22,13306,42483,0,63565.96989,0.766644
95407,10/10/22,13306,42483,44,44934.37453, 
95407,10/9/22,13262,42483,0, , 
95407,10/8/22,13262,42483,0, , 
95407,10/7/22,13262,42483,1, , 
95407,10/6/22,13261,42483,0,51782.5788, 
95407,10/5/22,13261,42483,0, , 
95407,10/4/22,13261,42483,0,52007.41869,0.766288
95407,10/3/22,13261,42483,0,115458.6032, 
95407,10/2/22,13261,42483,0, , 
95407,10/1/22,13261,42483,0, , 
95407,9/30/22,13261,42483,0, , 
