Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/liter of wastewater),Proportion of Population Fully Vaccinated
94134,2/17/23,11829,42471,1, , 
94134,2/16/23,11828,42471,5, , 
94134,2/15/23,11823,42471,5, , 
94134,2/14/23,11818,42471,6,322964.4,0.954665
94134,2/13/23,11812,42471,2, , 
94134,2/12/23,11810,42471,3, , 
94134,2/11/23,11807,42471,3, , 
94134,2/10/23,11804,42471,3, , 
94134,2/9/23,11801,42471,3, , 
94134,2/8/23,11798,42471,4, , 
94134,2/7/23,11794,42471,3, ,0.954453
94134,2/6/23,11791,42471,249, , 
94134,2/5/23,11542,42471,0, , 
94134,2/4/23,11542,42471,0, , 
94134,2/3/23,11542,42471,0, , 
94134,2/2/23,11542,42471,0, , 
94134,2/1/23,11542,42471,0, , 
94134,1/31/23,11542,42471,7, ,0.954194
94134,1/30/23,11535,42471,3, , 
94134,1/29/23,11532,42471,4, , 
94134,1/28/23,11528,42471,4, , 
94134,1/27/23,11524,42471,2, , 
94134,1/26/23,11522,42471,2,88823.1, 
94134,1/25/23,11520,42471,4, , 
94134,1/24/23,11516,42471,10, ,0.953935
94134,1/23/23,11506,42471,0, , 
94134,1/22/23,11506,42471,3, , 
94134,1/21/23,11503,42471,9, , 
94134,1/20/23,11494,42471,2, , 
94134,1/19/23,11492,42471,3,117255.9306, 
94134,1/18/23,11489,42471,13,30289.28359, 
94134,1/17/23,11476,42471,0, ,0.953675
94134,1/16/23,11476,42471,5, , 
94134,1/15/23,11471,42471,9, , 
94134,1/14/23,11462,42471,8, , 
94134,1/13/23,11454,42471,1, , 
94134,1/12/23,11453,42471,4,32542.6, 
94134,1/11/23,11449,42471,12, , 
94134,1/10/23,11437,42471,3, ,0.953416
94134,1/9/23,11434,42471,6, , 
94134,1/8/23,11428,42471,20, , 
94134,1/7/23,11408,42471,7, , 
94134,1/6/23,11401,42471,1, , 
94134,1/5/23,11400,42471,1,183151.9826, 
94134,1/4/23,11399,42471,21,313244.5068, 
94134,1/3/23,11378,42471,0, ,0.953227
94134,1/2/23,11378,42471,7, , 
94134,1/1/23,11371,42471,14, , 
94134,12/31/22,11357,42471,11, , 
94134,12/30/22,11346,42471,1, , 
94134,12/29/22,11345,42471,3,208506.5613, 
94134,12/28/22,11342,42471,21,184501.2, 
94134,12/27/22,11321,42471,0, ,0.952897
94134,12/26/22,11321,42471,12, , 
94134,12/25/22,11309,42471,8, , 
94134,12/24/22,11301,42471,27, , 
94134,12/23/22,11274,42471,3, , 
94134,12/22/22,11271,42471,12,337980.5908, 
94134,12/21/22,11259,42471,13,88021.75395, 
94134,12/20/22,11246,42471,10, ,0.952756
94134,12/19/22,11236,42471,14, , 
94134,12/18/22,11222,42471,8, , 
94134,12/17/22,11214,42471,18, , 
94134,12/16/22,11196,42471,4, , 
94134,12/15/22,11192,42471,9,2395557, 
94134,12/14/22,11183,42471,14,538687.4, 
94134,12/13/22,11169,42471,17,637220.5,0.952662
94134,12/12/22,11152,42471,16, , 
94134,12/11/22,11136,42471,18, , 
94134,12/10/22,11118,42471,24, , 
94134,12/9/22,11094,42471,7, , 
94134,12/8/22,11087,42471,7,522557.9834, 
94134,12/7/22,11080,42471,13,636076.4, 
94134,12/6/22,11067,42471,21,305817.3014,0.952308
94134,12/5/22,11046,42471,7, , 
94134,12/4/22,11039,42471,26, , 
94134,12/3/22,11013,42471,24, , 
94134,12/2/22,10989,42471,10, , 
94134,12/1/22,10979,42471,12,1535873.942, 
94134,11/30/22,10967,42471,7,1268867.9, 
94134,11/29/22,10960,42471,31,1300116.292,0.952025
94134,11/28/22,10929,42471,0, , 
94134,11/27/22,10929,42471,0, , 
94134,11/26/22,10929,42471,17, , 
94134,11/25/22,10912,42471,2, , 
94134,11/24/22,10910,42471,2, , 
94134,11/23/22,10908,42471,6,390830.6, 
94134,11/22/22,10902,42471,6,2276496.826,0.951719
94134,11/21/22,10896,42471,11, , 
94134,11/20/22,10885,42471,7, , 
94134,11/19/22,10878,42471,9, , 
94134,11/18/22,10869,42471,5, , 
94134,11/17/22,10864,42471,3,732212.7, 
94134,11/16/22,10861,42471,3,598124.6745, 
94134,11/15/22,10858,42471,18,345210.2153,0.951459
94134,11/14/22,10840,42471,0, , 
94134,11/13/22,10840,42471,8, , 
94134,11/12/22,10832,42471,8, , 
94134,11/11/22,10824,42471,3, , 
94134,11/10/22,10821,42471,12,3073130.29, 
