Location ID,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
11,43451,13605,42483,0, , 
12,43451,6694,29920,0, , 
1,43450,38153,79997,0, , 
2,43450,4866,25015,0, , 
3,43450,5096,31488,9,600000, 
4,43450,14099,63911,0, , 
5,43450,11741,44245,0, , 
6,43450,11700,48666,0, , 
7,43450,16350,72446,0, , 
8,43450,7948,38414,0, , 
9,43450,9636,47367,0, , 
10,43450,23986,86703,0, , 
11,43450,13605,42483,0, , 
12,43450,6694,29920,0, , 
1,43449,38153,79997,0, , 
2,43449,4866,25015,0, , 
3,43449,5087,31488,5,339000, 
4,43449,14099,63911,0, , 
5,43449,11741,44245,0, , 
6,43449,11700,48666,0, , 
7,43449,16350,72446,0, , 
8,43449,7948,38414,17,8259479.145, 
9,43449,9636,47367,0, , 
10,43449,23986,86703,0, , 
11,43449,13605,42483,8, , 
12,43449,6694,29920,12,11089006.32, 
1,43448,38153,79997,183,20465995.29, 
2,43448,4866,25015,9,26498177.08, 
3,43448,5082,31488,8,615000, 
4,43448,14099,63911,26,6722379.315, 
5,43448,11741,44245,12,5778411.733, 
6,43448,11700,48666,15,8536251.184, 
7,43448,16350,72446,22, , 
8,43448,7931,38414,7, , 
9,43448,9636,47367,18,19328559.58, 
10,43448,23986,86703,31,90615.58319, 
11,43448,13597,42483,8,9075692.591, 
12,43448,6682,29920,1, , 
1,43447,37970,79997,0,22472241.47, 
2,43447,4857,25015,0, , 
3,43447,5074,31488,4,1280593.4, 
4,43447,14073,63911,22, , 
5,43447,11729,44245,7, , 
6,43447,11685,48666,13,9518857.732, 
7,43447,16328,72446,24, , 
8,43447,7924,38414,3,10636241.53, 
9,43447,9618,47367,0, , 
10,43447,23955,86703,0,247882.3662, 
11,43447,13589,42483,9, , 
12,43447,6681,29920,5, , 
1,43446,37970,79997,0, ,0.982974
2,43446,4857,25015,0,9926963.2,0.752692
3,43446,5070,31488,6,637000,0.701807
4,43446,14051,63911,17,4065622.287,0.862999
5,43446,11722,44245,14,6461720.398,0.882343
6,43446,11672,48666,17,783152.743,0.870664
7,43446,16304,72446,16,17729880.31,0.820026
8,43446,7921,38414,12,213630.1727,0.834946
9,43446,9618,47367,0,2186933.33,0.756741
10,43446,23955,86703,0, ,0.786445
11,43446,13580,42483,11,335022.147,0.769571
12,43446,6676,29920,9, ,0.774145
1,43445,37970,79997,0, , 
2,43445,4857,25015,12, , 
3,43445,5064,31488,9,328459.3, 
4,43445,14034,63911,51, , 
5,43445,11708,44245,43, , 
6,43445,11655,48666,43, , 
7,43445,16288,72446,60, , 
8,43445,7909,38414,2, , 
9,43445,9618,47367,49, , 
10,43445,23955,86703,96,434318.8604, 
11,43445,13569,42483,-1,308399.3199, 
12,43445,6667,29920,1, , 
1,43444,37970,79997,0, , 
2,43444,4845,25015,0,250924.9877, 
3,43444,5055,31488,8,229000, 
4,43444,13983,63911,0, , 
5,43444,11665,44245,0, , 
6,43444,11612,48666,0, , 
7,43444,16228,72446,0, , 
8,43444,7907,38414,0, , 
9,43444,9569,47367,0,279218.4255, 
10,43444,23859,86703,0, , 
11,43444,13570,42483,0, , 
12,43444,6666,29920,0, , 
1,43443,37970,79997,0, , 
2,43443,4845,25015,0, , 
3,43443,5047,31488,9,538000, 
4,43443,13983,63911,0, , 
5,43443,11665,44245,0, , 
6,43443,11612,48666,0, , 
7,43443,16228,72446,0, , 
8,43443,7907,38414,4, , 
9,43443,9569,47367,0, , 
10,43443,23859,86703,0, , 
11,43443,13570,42483,13, , 
12,43443,6666,29920,3, , 
1,43442,37970,79997,0, , 
2,43442,4845,25015,0, , 
3,43442,5038,31488,3,413000, 
4,43442,13983,63911,56, , 
5,43442,11665,44245,43, , 
6,43442,11612,48666,42, , 
7,43442,16228,72446,85, , 
8,43442,7903,38414,12,220568.8652, 
9,43442,9569,47367,0, , 
10,43442,23859,86703,0, , 
11,43442,13557,42483,18, , 
12,43442,6663,29920,8, , 
1,43441,37970,79997,237, , 
2,43441,4845,25015,15,1571291.529, 
3,43441,5035,31488,2,652000, 
4,43441,13927,63911,9,8471494.068, 
5,43441,11622,44245,7,288700.5473, 
6,43441,11570,48666,10,984850.5114, 
7,43441,16143,72446,18,1187274.152, 
8,43441,7891,38414,8, , 
9,43441,9569,47367,23,594287.4317, 
10,43441,23859,86703,35,374174.7185, 
11,43441,13539,42483,5,334922.9038, 
12,43441,6655,29920,4, , 
1,43440,37733,79997,0, , 
2,43440,4830,25015,0, , 
3,43440,5033,31488,6,1421338.908, 
4,43440,13918,63911,-1, , 
5,43440,11615,44245,0, , 
6,43440,11560,48666,0,271001.3097, 
7,43440,16125,72446,0, , 
8,43440,7883,38414,4,615453.1449, 
9,43440,9546,47367,0, , 
10,43440,23824,86703,0, , 
11,43440,13534,42483,7, , 
12,43440,6651,29920,4, , 
1,43439,37733,79997,0, ,0.982625
2,43439,4830,25015,0,516051.8591,0.752457
3,43439,5027,31488,15,854000,0.701711
4,43439,13919,63911,14,765459.1627,0.862688
5,43439,11615,44245,10,868903.4017,0.881961
6,43439,11560,48666,14,1059810.777,0.870538
7,43439,16125,72446,8,351776.4304,0.819732
8,43439,7879,38414,18,363911.3456,0.834585
9,43439,9546,47367,0,677308.0331,0.756574
10,43439,23824,86703,0, ,0.786031
11,43439,13527,42483,15,191187.1148,0.769191
12,43439,6647,29920,3, ,0.774008
1,43438,37733,79997,0, , 
2,43438,4830,25015,29, , 
3,43438,5012,31488,10,1120031.087, 
4,43438,13905,63911,58, , 
5,43438,11605,44245,41, , 
6,43438,11546,48666,32, , 
7,43438,16117,72446,62, , 
8,43438,7861,38414,-1, , 
9,43438,9546,47367,74, , 
10,43438,23824,86703,119, , 
11,43438,13512,42483,2,262051.9548, 
12,43438,6644,29920,0, , 
1,43437,37733,79997,0, , 
2,43437,4801,25015,0,486852.9863, 
3,43437,5002,31488,5,2239658.691, 
4,43437,13847,63911,0, , 
5,43437,11564,44245,0, , 
6,43437,11514,48666,0, , 
7,43437,16055,72446,0, , 
8,43437,7862,38414,0, , 
9,43437,9472,47367,0,438913.7907, 
10,43437,23705,86703,0, , 
11,43437,13510,42483,0, , 
12,43437,6644,29920,0, , 
1,43436,37733,79997,0, , 
2,43436,4801,25015,0, , 
3,43436,4997,31488,14,931000, 
4,43436,13847,63911,0, , 
5,43436,11564,44245,0, , 
6,43436,11514,48666,0, , 
7,43436,16055,72446,0, , 
8,43436,7862,38414,8, , 
9,43436,9472,47367,0, , 
10,43436,23705,86703,0, , 
11,43436,13510,42483,6, , 
12,43436,6644,29920,3, , 
1,43435,37733,79997,0, , 
2,43435,4801,25015,0, , 
3,43435,4983,31488,4,462000, 
4,43435,13847,63911,62, , 
5,43435,11564,44245,42, , 
6,43435,11514,48666,31, , 
7,43435,16055,72446,65, , 
8,43435,7854,38414,3, , 
9,43435,9472,47367,0, , 
10,43435,23705,86703,0, , 
11,43435,13504,42483,10, , 
12,43435,6641,29920,4, , 
1,43434,37733,79997,150, , 
2,43434,4801,25015,0,252354.7147, 
3,43434,4979,31488,6,473000, 
4,43434,13785,63911,0,490665.4205, 
5,43434,11522,44245,0,125388.4319, 
6,43434,11483,48666,0,1402655.423, 
7,43434,15990,72446,0,437442.6603, 
8,43434,7851,38414,9, , 
9,43434,9472,47367,0,727393.5954, 
10,43434,23705,86703,0, , 
11,43434,13494,42483,5,434883.9853, 
12,43434,6637,29920,4, , 
1,43433,37583,79997,0, , 
2,43433,4801,25015,0, , 
3,43433,4973,31488,8,2118257.894, 
4,43433,13785,63911,15, , 
5,43433,11522,44245,11, , 
6,43433,11483,48666,18,385329.8297, 
7,43433,15990,72446,17, , 
8,43433,7842,38414,2,309577.4549, 
9,43433,9472,47367,0, , 
10,43433,23705,86703,0, , 
11,43433,13489,42483,7, , 
12,43433,6633,29920,3, , 
1,43432,37583,79997,0, ,0.982423
2,43432,4801,25015,0,535363.7696,0.752378
3,43432,4965,31488,16,647000,0.701648
4,43432,13770,63911,53,298859.7045,0.862154
5,43432,11511,44245,47,306120.1488,0.881113
6,43432,11465,48666,49,114398.8666,0.870245
7,43432,15973,72446,89,471121.9387,0.819304
8,43432,7840,38414,16,546316.1468,0.834301
9,43432,9472,47367,0,449700.9762,0.75649
10,43432,23705,86703,0, ,0.785639
11,43432,13482,42483,15,245939.8723,0.768929
12,43432,6630,29920,4, ,0.773906
1,43431,37583,79997,0, , 
2,43431,4801,25015,18, , 
3,43431,4949,31488,0,1896327.3, 
4,43431,13717,63911,0, , 
5,43431,11464,44245,0, , 
6,43431,11416,48666,0, , 
7,43431,15884,72446,0, , 
8,43431,7824,38414,0, , 
9,43431,9472,47367,46, , 
10,43431,23705,86703,64, , 
11,43431,13467,42483,1,555384.6995, 
12,43431,6626,29920,0, , 
1,43430,37583,79997,0, , 
2,43430,4783,25015,0,182256.4581, 
3,43430,4949,31488,0,1490086, 
4,43430,13717,63911,0, , 
5,43430,11464,44245,0, , 
6,43430,11416,48666,0, , 
7,43430,15884,72446,0, , 
8,43430,7824,38414,0, , 
9,43430,9426,47367,0,9423483.824, 
10,43430,23641,86703,0, , 
11,43430,13466,42483,0, , 
12,43430,6626,29920,0, , 
1,43429,37583,79997,0, , 
2,43429,4783,25015,0, , 
3,43429,4949,31488,6,734000, 
4,43429,13717,63911,0, , 
5,43429,11464,44245,0, , 
6,43429,11416,48666,0, , 
7,43429,15884,72446,0, , 
8,43429,7824,38414,6, , 
9,43429,9426,47367,0, , 
10,43429,23641,86703,0, , 
11,43429,13466,42483,6, , 
12,43429,6626,29920,1, , 
1,43428,37583,79997,0, , 
2,43428,4783,25015,0, , 
3,43428,4943,31488,1,870000, 
4,43428,13717,63911,0, , 
5,43428,11464,44245,0, , 
6,43428,11416,48666,0, , 
7,43428,15884,72446,0, , 
8,43428,7818,38414,6, , 
9,43428,9426,47367,0, , 
10,43428,23641,86703,0, , 
11,43428,13460,42483,6, , 
12,43428,6625,29920,2, , 
1,43427,37583,79997,0, , 
2,43427,4783,25015,0, , 
3,43427,4942,31488,3,475000, 
4,43427,13717,63911,1871, , 
5,43427,11464,44245,1699, , 
6,43427,11416,48666,1811,141528.2448, 
7,43427,15884,72446,2476, , 
8,43427,7812,38414,5, , 
9,43427,9426,47367,0, , 
10,43427,23641,86703,0, , 
11,43427,13454,42483,3,138784.3893, 
12,43427,6623,29920,13, , 
1,43426,37583,79997,76, , 
2,43426,4783,25015,0, , 
3,43426,4939,31488,3,498000, 
4,43426,11846,63911,-1849, , 
5,43426,9765,44245,-1682, , 
6,43426,9605,48666,-1791,322446.8115, 
7,43426,13408,72446,-2443, , 
8,43426,7807,38414,4,134549.8016, 
9,43426,9426,47367,0, , 
10,43426,23641,86703,0, , 
11,43426,13451,42483,7, , 
12,43426,6610,29920,-1, , 
1,43425,37507,79997,0, ,0.982176
2,43425,4783,25015,0, ,0.752181
3,43425,4936,31488,8,264000,0.701393
4,43425,13695,63911,0,254552.1814,0.86165
5,43425,11447,44245,0,365053.5915,0.880774
6,43425,11396,48666,0,471276.49,0.870014
7,43425,15851,72446,0,162681.4674,0.818996
8,43425,7803,38414,6,563048.085,0.834094
9,43425,9426,47367,0,357436.8032,0.756365
10,43425,23641,86703,0, ,0.785386
11,43425,13444,42483,16,135936.9206,0.768881
12,43425,6611,29920,8, ,0.773906
1,43424,37507,79997,0, , 
2,43424,4783,25015,13, , 
3,43424,4928,31488,2,1196960.409, 
4,43424,13695,63911,38, , 
5,43424,11447,44245,24, , 
6,43424,11396,48666,18, , 
7,43424,15851,72446,35, , 
8,43424,7797,38414,1, , 
9,43424,9426,47367,37, , 
10,43424,23641,86703,41, , 
11,43424,13428,42483,0,123798.5705, 
12,43424,6603,29920,0, , 
1,43423,37507,79997,0, , 
2,43423,4770,25015,0, , 
3,43423,4926,31488,4,1141664.714, 
4,43423,13657,63911,0, , 
5,43423,11423,44245,0, , 
6,43423,11378,48666,0, , 
7,43423,15816,72446,0, , 
8,43423,7796,38414,0, , 
9,43423,9389,47367,0,173499.0026, 
10,43423,23600,86703,0, , 
11,43423,13428,42483,0, , 
12,43423,6603,29920,0, , 
1,43422,37507,79997,0, , 
2,43422,4770,25015,0, , 
3,43422,4922,31488,4,366000, 
4,43422,13657,63911,0, , 
5,43422,11423,44245,0, , 
6,43422,11378,48666,0, , 
7,43422,15816,72446,0, , 
8,43422,7796,38414,3, , 
9,43422,9389,47367,0, , 
10,43422,23600,86703,0, , 
11,43422,13428,42483,2, , 
12,43422,6603,29920,4, , 
1,43421,37507,79997,0, , 
2,43421,4770,25015,0, , 
3,43421,4918,31488,0,188000, 
4,43421,13657,63911,18, , 
5,43421,11423,44245,10, , 
6,43421,11378,48666,18, , 
7,43421,15816,72446,15, , 
8,43421,7793,38414,4,106873.3813, 
9,43421,9389,47367,0, , 
10,43421,23600,86703,0, , 
11,43421,13426,42483,7, , 
12,43421,6599,29920,10, , 
1,43420,37507,79997,69, , 
2,43420,4770,25015,7, , 
3,43420,4918,31488,-1,197000, 
4,43420,13639,63911,38,337862.1288, 
5,43420,11413,44245,28,88581.28314, 
6,43420,11360,48666,24,190001.4579, 
7,43420,15801,72446,48,332766.8076, 
8,43420,7789,38414,0, , 
9,43420,9389,47367,13, , 
10,43420,23600,86703,13, , 
11,43420,13419,42483,0,180406.97, 
12,43420,6589,29920,0, , 
1,43419,37438,79997,0, , 
2,43419,4763,25015,0, , 
3,43419,4919,31488,3,950993.8, 
4,43419,13601,63911,0, , 
5,43419,11385,44245,0, , 
6,43419,11336,48666,0,455330.0907, 
7,43419,15753,72446,0, , 
8,43419,7789,38414,3,178868.711, 
9,43419,9376,47367,0,171028.2323, 
10,43419,23587,86703,0, , 
11,43419,13419,42483,4, , 
12,43419,6589,29920,4, , 
1,43418,37438,79997,0, ,0.98176
2,43418,4763,25015,0, ,0.75171
3,43418,4916,31488,14,267000,0.701075
4,43418,13601,63911,0,82827.07252,0.861102
5,43418,11385,44245,0,88026.9643,0.880414
6,43418,11336,48666,0,92685.14248,0.869741
7,43418,15753,72446,0,175023.3332,0.818608
8,43418,7786,38414,9,168711.6442,0.833811
9,43418,9376,47367,0, ,0.756135
10,43418,23587,86703,0, ,0.785099
11,43418,13415,42483,6,67231.04205,0.768643
12,43418,6585,29920,5, ,0.773667
1,43417,37438,79997,0, , 
2,43417,4763,25015,7, , 
3,43417,4902,31488,0,617528.5441, 
4,43417,13601,63911,44, , 
5,43417,11385,44245,28, , 
6,43417,11336,48666,17, , 
7,43417,15753,72446,46, , 
8,43417,7777,38414,2, , 
9,43417,9376,47367,20, , 
10,43417,23587,86703,43, , 
11,43417,13409,42483,-1,130802.5954, 
12,43417,6580,29920,0, , 
1,43416,37438,79997,0, , 
2,43416,4756,25015,0, , 
3,43416,4902,31488,1,734693.7866, 
4,43416,13557,63911,0, , 
5,43416,11357,44245,0, , 
6,43416,11319,48666,0, , 
7,43416,15707,72446,0, , 
8,43416,7775,38414,0, , 
9,43416,9356,47367,0,104330.6515, 
10,43416,23544,86703,0, , 
11,43416,13410,42483,0, , 
12,43416,6580,29920,0, , 
1,43415,37438,79997,0, , 
2,43415,4756,25015,0, , 
3,43415,4901,31488,3, , 
4,43415,13557,63911,0, , 
5,43415,11357,44245,0, , 
6,43415,11319,48666,0, , 
7,43415,15707,72446,0, , 
8,43415,7775,38414,2, , 
9,43415,9356,47367,0, , 
10,43415,23544,86703,0, , 
11,43415,13410,42483,7, , 
12,43415,6580,29920,3, , 
1,43414,37438,79997,0, , 
2,43414,4756,25015,0, , 
3,43414,4898,31488,5,289000, 
4,43414,13557,63911,0, , 
5,43414,11357,44245,0, , 
6,43414,11319,48666,0, , 
7,43414,15707,72446,0, , 
8,43414,7773,38414,4, , 
9,43414,9356,47367,0, , 
10,43414,23544,86703,0, , 
11,43414,13403,42483,4, , 
12,43414,6577,29920,0, , 
1,43413,37438,79997,64, , 
2,43413,4756,25015,10, , 
3,43413,4893,31488,1,449000, 
4,43413,13557,63911,10,105649.5172, 
5,43413,11357,44245,12,87849.4247, 
6,43413,11319,48666,25,75828.15004, 
7,43413,15707,72446,18,210242.3026, 
8,43413,7769,38414,2,204474.4401, 
9,43413,9356,47367,11, , 
10,43413,23544,86703,28, , 
11,43413,13399,42483,5,56866.15314, 
12,43413,6577,29920,3, , 
1,43412,37374,79997,0, , 
2,43412,4746,25015,0, , 
3,43412,4892,31488,3,855680.6437, 
4,43412,13547,63911,33, , 
5,43412,11345,44245,22, , 
6,43412,11294,48666,26,149344.5896, 
7,43412,15689,72446,45, , 
8,43412,7767,38414,14,471071.499, 
9,43412,9345,47367,0,255283.4732, 
10,43412,23516,86703,0, , 
11,43412,13394,42483,10, , 
12,43412,6574,29920,5, , 
1,43411,37374,79997,0, ,0.98149
2,43411,4746,25015,0, ,0.751356
3,43411,4889,31488,5,158000,0.700821
4,43411,13514,63911,0,85777.28908,0.86045
5,43411,11323,44245,0,96450.65796,0.879587
6,43411,11268,48666,0,33267.54667,0.869385
7,43411,15644,72446,0,215960.5957,0.818246
8,43411,7753,38414,3,136987.3743,0.833656
9,43411,9345,47367,0,145527.6891,0.755884
10,43411,23516,86703,0, ,0.784776
11,43411,13384,42483,2,74693.23864,0.768524
12,43411,6569,29920,5, ,0.773496
1,43410,37374,79997,0, , 
2,43410,4746,25015,8, , 
3,43410,4884,31488,1,250631.3, 
4,43410,13514,63911,8, , 
5,43410,11323,44245,11, , 
6,43410,11268,48666,3, , 
7,43410,15644,72446,10, , 
8,43410,7750,38414,0, , 
9,43410,9345,47367,19, , 
10,43410,23516,86703,39, , 
11,43410,13382,42483,1,155215.8762, 
12,43410,6564,29920,1, , 
1,43409,37374,79997,0, , 
2,43409,4738,25015,0, , 
3,43409,4883,31488,2,480600.3418, 
4,43409,13506,63911,0, , 
5,43409,11312,44245,0, , 
6,43409,11265,48666,0, , 
7,43409,15634,72446,0, , 
8,43409,7750,38414,0, , 
9,43409,9326,47367,0,95165.42263, 
10,43409,23477,86703,0, , 
11,43409,13381,42483,-1, , 
12,43409,6563,29920,0, , 
1,43408,37374,79997,0, , 
2,43408,4738,25015,0, , 
3,43408,4881,31488,7,605000, 
4,43408,13506,63911,1827, , 
5,43408,11312,44245,1602, , 
6,43408,11265,48666,1753, , 
7,43408,15634,72446,2571, , 
8,43408,7750,38414,2, , 
9,43408,9326,47367,0, , 
10,43408,23477,86703,0, , 
11,43408,13382,42483,4, , 
12,43408,6563,29920,0, , 
1,43407,37374,79997,0, , 
2,43407,4738,25015,0, , 
3,43407,4874,31488,2,355000, 
4,43407,11679,63911,-1820, , 
5,43407,9710,44245,-1593, , 
6,43407,9512,48666,-1745, , 
7,43407,13063,72446,-2556, , 
8,43407,7748,38414,0,134001.741, 
9,43407,9326,47367,0, , 
10,43407,23477,86703,0, , 
11,43407,13378,42483,8, , 
12,43407,6563,29920,4, , 
1,43406,37374,79997,60, , 
2,43406,4738,25015,8, , 
3,43406,4872,31488,4,244000, 
4,43406,13499,63911,18,165903.5501, 
5,43406,11303,44245,20,95827.62109, 
6,43406,11257,48666,10,1153658.815, 
7,43406,15619,72446,24,784982.5233, 
8,43406,7748,38414,3, , 
9,43406,9326,47367,6,581348.3696, 
10,43406,23477,86703,15, , 
11,43406,13370,42483,8,82988.69541, 
12,43406,6559,29920,4, , 
1,43405,37314,79997,0, , 
2,43405,4730,25015,0, , 
3,43405,4868,31488,0,466000, 
4,43405,13481,63911,0, , 
5,43405,11283,44245,0, , 
6,43405,11247,48666,0,106482.6633, 
7,43405,15595,72446,0, , 
8,43405,7745,38414,4,72094.08589, 
9,43405,9320,47367,0, , 
10,43405,23462,86703,0, , 
11,43405,13362,42483,1, , 
12,43405,6555,29920,2, , 
1,43404,37314,79997,0, ,0.981164
2,43404,4730,25015,0, ,0.750727
3,43404,4868,31488,0,177000,0.700503
4,43404,13481,63911,0,55663.28543,0.859798
5,43404,11283,44245,4, ,0.879078
6,43404,11247,48666,1,105585.6787,0.86907
7,43404,15595,72446,7,203277.8879,0.817724
8,43404,7741,38414,3,156597.7524,0.833295
9,43404,9320,47367,0,210962.0231,0.755716
10,43404,23462,86703,0, ,0.784362
11,43404,13361,42483,7,49406.21964,0.768215
12,43404,6553,29920,8, ,0.773325
1,43403,37314,79997,0, , 
2,43403,4730,25015,9, , 
3,43403,4868,31488,1, , 
4,43403,13481,63911,90, , 
5,43403,11279,44245,26, , 
6,43403,11246,48666,27, , 
7,43403,15588,72446,54, , 
8,43403,7738,38414,0, , 
9,43403,9320,47367,18, , 
10,43403,23462,86703,23, , 
11,43403,13354,42483,0,45285.19266, 
12,43403,6545,29920,-1, , 
1,43402,37314,79997,0, , 
2,43402,4721,25015,0, , 
3,43402,4867,31488,4,568000, 
4,43402,13391,63911,0, , 
5,43402,11253,44245,0, , 
6,43402,11219,48666,0, , 
7,43402,15534,72446,0, , 
8,43402,7738,38414,0, , 
9,43402,9302,47367,0,41313.07814, 
10,43402,23439,86703,0, , 
11,43402,13354,42483,0, , 
12,43402,6546,29920,0, , 
1,43401,37314,79997,0, , 
2,43401,4721,25015,0, , 
3,43401,4863,31488,6,76900, 
4,43401,13391,63911,0, , 
5,43401,11253,44245,0, , 
6,43401,11219,48666,0, , 
7,43401,15534,72446,0, , 
8,43401,7738,38414,7093, , 
9,43401,9302,47367,0, , 
10,43401,23439,86703,0, , 
11,43401,13354,42483,11847, , 
12,43401,6546,29920,5930, , 
1,43400,37314,79997,0, , 
2,43400,4721,25015,0, , 
3,43400,4857,31488,1,118000, 
4,43400,13391,63911,0, , 
5,43400,11253,44245,0, , 
6,43400,11219,48666,0, , 
7,43400,15534,72446,0, , 
8,43400,645,38414,-7089, , 
9,43400,9302,47367,0, , 
10,43400,23439,86703,0, , 
11,43400,1507,42483,-11841, , 
12,43400,616,29920,-5927, , 
1,43399,37314,79997,48, , 
2,43399,4721,25015,4, , 
3,43399,4856,31488,1,90700, 
4,43399,13391,63911,20, , 
5,43399,11253,44245,8, , 
6,43399,11219,48666,14,86903.58943, 
7,43399,15534,72446,23, , 
8,43399,7734,38414,5,112693.7085, 
9,43399,9302,47367,14,322822.9114, 
10,43399,23439,86703,11, , 
11,43399,13348,42483,4,65705.60439, 
12,43399,6543,29920,3, , 
1,43398,37266,79997,0, , 
2,43398,4717,25015,0, , 
3,43398,4855,31488,1,623130.717, 
4,43398,13371,63911,21, , 
5,43398,11245,44245,20, , 
6,43398,11205,48666,11,22761.39449, 
7,43398,15511,72446,27, , 
8,43398,7729,38414,6,75173.83575, 
9,43398,9288,47367,0, , 
10,43398,23428,86703,0, , 
11,43398,13344,42483,2, , 
12,43398,6540,29920,4, , 
1,43397,37266,79997,0, ,0.980827
2,43397,4717,25015,0, ,0.74998
3,43397,4854,31488,0,156000,0.700375
4,43397,13350,63911,0, ,0.859146
5,43397,11225,44245,0, ,0.87823
6,43397,11194,48666,0,19692.90683,0.868504
7,43397,15484,72446,0, ,0.817363
8,43397,7723,38414,3,90005.3619,0.833037
9,43397,9288,47367,0,83720.46859,0.75557
10,43397,23428,86703,0, ,0.783994
11,43397,13342,42483,6,78190.98015,0.767715
12,43397,6536,29920,1, ,0.773154
1,43396,37266,79997,0, , 
2,43396,4717,25015,2, , 
3,43396,4854,31488,3,542079.9561, 
4,43396,13350,63911,0, , 
5,43396,11225,44245,0, , 
6,43396,11194,48666,0, , 
7,43396,15484,72446,0, , 
8,43396,7720,38414,0, , 
9,43396,9288,47367,38, , 
10,43396,23428,86703,45, , 
11,43396,13336,42483,0,115861.9687, 
12,43396,6535,29920,2, , 
1,43395,37266,79997,0, , 
2,43395,4715,25015,0, , 
3,43395,4851,31488,4,365614.3799, 
4,43395,13350,63911,0, , 
5,43395,11225,44245,0, , 
6,43395,11194,48666,0, , 
7,43395,15484,72446,0, , 
8,43395,7720,38414,0, , 
9,43395,9250,47367,0,47926.72007, 
10,43395,23383,86703,0, , 
11,43395,13336,42483,0, , 
12,43395,6533,29920,0, , 
1,43394,37266,79997,0, , 
2,43394,4715,25015,0, , 
3,43394,4847,31488,1,162000, 
4,43394,13350,63911,0, , 
5,43394,11225,44245,0, , 
6,43394,11194,48666,0, , 
7,43394,15484,72446,0, , 
8,43394,7720,38414,4, , 
9,43394,9250,47367,0, , 
10,43394,23383,86703,0, , 
11,43394,13336,42483,1, , 
12,43394,6533,29920,4, , 
1,43393,37266,79997,0, , 
2,43393,4715,25015,0, , 
3,43393,4846,31488,5,176000, 
4,43393,13350,63911,924, , 
5,43393,11225,44245,766, , 
6,43393,11194,48666,806, , 
7,43393,15484,72446,1152, , 
8,43393,7716,38414,4,77252.70589, 
