Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/liter of wastewater),Proportion of Population Fully Vaccinated
92106,2/17/23,4117,22209,0, , 
92106,2/16/23,4117,22209,12, , 
92106,2/15/23,4105,22209,0,510073.5, 
92106,2/14/23,4105,22209,0, ,0.716894
92106,2/13/23,4105,22209,0,388866.1, 
92106,2/12/23,4105,22209,0,389851.3, 
92106,2/11/23,4105,22209,0, , 
92106,2/10/23,4105,22209,0, , 
92106,2/9/23,4105,22209,4, , 
92106,2/8/23,4101,22209,0,266552.6, 
92106,2/7/23,4101,22209,0, ,0.716795
92106,2/6/23,4101,22209,0,179279.1, 
92106,2/5/23,4101,22209,0,219849.9, 
92106,2/4/23,4101,22209,0, , 
92106,2/3/23,4101,22209,0, , 
92106,2/2/23,4101,22209,10, , 
92106,2/1/23,4091,22209,0,481132.2, 
92106,1/31/23,4091,22209,0, ,0.716745
92106,1/30/23,4091,22209,0,273567.3, 
92106,1/29/23,4091,22209,0,218926, 
92106,1/28/23,4091,22209,0, , 
92106,1/27/23,4091,22209,0, , 
92106,1/26/23,4091,22209,6, , 
92106,1/25/23,4085,22209,0,246535.4, 
92106,1/24/23,4085,22209,0, ,0.716745
92106,1/23/23,4085,22209,0,198416.3, 
92106,1/22/23,4085,22209,0,174759.8, 
92106,1/21/23,4085,22209,0, , 
92106,1/20/23,4085,22209,0, , 
92106,1/19/23,4085,22209,8, , 
92106,1/18/23,4077,22209,0,267261.7035, 
92106,1/17/23,4077,22209,0, ,0.716646
92106,1/16/23,4077,22209,0,148242.0572, 
92106,1/15/23,4077,22209,0,317563.8517, 
92106,1/14/23,4077,22209,0, , 
92106,1/13/23,4077,22209,0, , 
92106,1/12/23,4077,22209,23, , 
92106,1/11/23,4054,22209,0,245529.6, 
92106,1/10/23,4054,22209,0, ,0.716497
92106,1/9/23,4054,22209,0,251863.2, 
92106,1/8/23,4054,22209,0,332484.4, 
92106,1/7/23,4054,22209,0, , 
92106,1/6/23,4054,22209,0, , 
92106,1/5/23,4054,22209,26, , 
92106,1/4/23,4028,22209,0,354804.1585, 
92106,1/3/23,4028,22209,0, ,0.716398
92106,1/2/23,4028,22209,0,439037.4044, 
92106,1/1/23,4028,22209,0,601964.4572, 
92106,12/31/22,4028,22209,0, , 
92106,12/30/22,4028,22209,0, , 
92106,12/29/22,4028,22209,22, , 
92106,12/28/22,4006,22209,0,598307.2306, 
92106,12/27/22,4006,22209,0, ,0.716249
92106,12/26/22,4006,22209,0,664849.0194, 
92106,12/25/22,4006,22209,0,630619.0389, 
92106,12/24/22,4006,22209,0, , 
92106,12/23/22,4006,22209,0, , 
92106,12/22/22,4006,22209,28, , 
92106,12/21/22,3978,22209,0,389380.2592, 
92106,12/20/22,3978,22209,0, ,0.716001
92106,12/19/22,3978,22209,0,573209.4, 
92106,12/18/22,3978,22209,0,391439.2, 
92106,12/17/22,3978,22209,0, , 
92106,12/16/22,3978,22209,0, , 
92106,12/15/22,3978,22209,38, , 
92106,12/14/22,3940,22209,0,806502.2, 
92106,12/13/22,3940,22209,0, ,0.716001
92106,12/12/22,3940,22209,0,790054, 
92106,12/11/22,3940,22209,0,426347.3, 
92106,12/10/22,3940,22209,0, , 
92106,12/9/22,3940,22209,0, , 
92106,12/8/22,3940,22209,25, , 
92106,12/7/22,3915,22209,0,772917.1753, 
92106,12/6/22,3915,22209,0, ,0.715902
92106,12/5/22,3915,22209,0,412587.0463, 
92106,12/4/22,3915,22209,0,407972.7682, 
92106,12/3/22,3915,22209,0, , 
92106,12/2/22,3915,22209,0, , 
92106,12/1/22,3915,22209,19, , 
92106,11/30/22,3896,22209,0,651936.6862, 
92106,11/29/22,3896,22209,0, ,0.715654
92106,11/28/22,3896,22209,0,901922.8, 
92106,11/27/22,3896,22209,0,776598.9, 
92106,11/26/22,3896,22209,0, , 
92106,11/25/22,3896,22209,0, , 
92106,11/24/22,3896,22209,0, , 
92106,11/23/22,3896,22209,16, , 
92106,11/22/22,3880,22209,0,372099.9,0.715604
92106,11/21/22,3880,22209,0,329965.5457, 
92106,11/20/22,3880,22209,0,356306.2642, 
92106,11/19/22,3880,22209,0, , 
92106,11/18/22,3880,22209,0, , 
92106,11/17/22,3880,22209,11, , 
92106,11/16/22,3869,22209,0,343890.0045, 
92106,11/15/22,3869,22209,0, ,0.715356
92106,11/14/22,3869,22209,0,227104.8533, 
92106,11/13/22,3869,22209,0,214720.2861, 
92106,11/12/22,3869,22209,0, , 
92106,11/11/22,3869,22209,0, , 
92106,11/10/22,3869,22209,6, , 
92106,11/9/22,3863,22209,0,199830.3, 
92106,11/8/22,3863,22209,0, ,0.715207
92106,11/7/22,3863,22209,0,228725.8453, 
92106,11/6/22,3863,22209,0,186502.9144, 
92106,11/5/22,3863,22209,0, , 
92106,11/4/22,3863,22209,0, , 
