Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
92154,9/25/22,36923,79997,0, , 
92154,9/24/22,36923,79997,0, , 
92154,9/23/22,36923,79997,0, , 
92154,9/22/22,36923,79997,0, , 
92154,9/21/22,36923,79997,0, , 
92154,9/20/22,36923,79997,0, ,0.97822
92154,9/19/22,36923,79997,0, , 
92154,9/18/22,36923,79997,0, , 
92154,9/17/22,36923,79997,0, , 
92154,9/16/22,36923,79997,0, , 
92154,9/15/22,36923,79997,80, , 
92154,9/14/22,36843,79997,0, , 
92154,9/13/22,36843,79997,0, ,0.977545
92154,9/12/22,36843,79997,0, , 
92154,9/11/22,36843,79997,0, , 
92154,9/10/22,36843,79997,0, , 
92154,9/9/22,36843,79997,0, , 
92154,9/8/22,36843,79997,128, , 
92154,9/7/22,36715,79997,0, , 
92154,9/6/22,36715,79997,0, ,0.976837
92154,9/5/22,36715,79997,0, , 
92154,9/4/22,36715,79997,0, , 
92154,9/3/22,36715,79997,0, , 
92154,9/2/22,36715,79997,0, , 
92154,9/1/22,36715,79997,128, , 
92154,8/31/22,36587,79997,0, , 
92154,8/30/22,36587,79997,0, ,0.976185
92154,8/29/22,36587,79997,0, , 
92154,8/28/22,36587,79997,0, , 
92154,8/27/22,36587,79997,0, , 
92154,8/26/22,36587,79997,0, , 
92154,8/25/22,36587,79997,201, , 
92154,8/24/22,36386,79997,0, , 
92154,8/23/22,36386,79997,0, ,0.975095
92154,8/22/22,36386,79997,0, , 
92154,8/21/22,36386,79997,0, , 
92154,8/20/22,36386,79997,0, , 
92154,8/19/22,36386,79997,0, , 
92154,8/18/22,36386,79997,295, , 
92154,8/17/22,36091,79997,0, , 
92154,8/16/22,36091,79997,0, ,0.974084
92154,8/15/22,36091,79997,0, , 
92154,8/14/22,36091,79997,0, , 
92154,8/13/22,36091,79997,0, , 
92154,8/12/22,36091,79997,0, , 
92154,8/11/22,36091,79997,371, , 
92154,8/10/22,35720,79997,0, , 
92154,8/9/22,35720,79997,0, ,0.973128
92154,8/8/22,35720,79997,0, , 
92154,8/7/22,35720,79997,0, , 
92154,8/6/22,35720,79997,0, , 
92154,8/5/22,35720,79997,0, , 
92154,8/4/22,35720,79997,594, , 
92154,8/3/22,35126,79997,0, , 
92154,8/2/22,35126,79997,0, ,0.971825
92154,8/1/22,35126,79997,0, , 
92154,7/31/22,35126,79997,0, , 
92154,7/30/22,35126,79997,0, , 
92154,7/29/22,35126,79997,0, , 
92154,7/28/22,35126,79997,599, , 
92154,7/27/22,34527,79997,0, , 
92154,7/26/22,34527,79997,0, ,0.97006
92154,7/25/22,34527,79997,0, , 
92154,7/24/22,34527,79997,0, , 
92154,7/23/22,34527,79997,0, , 
92154,7/22/22,34527,79997,0, , 
92154,7/21/22,34527,79997,578, , 
