Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
95492,2/17/23,6806,29920,0,81754653.76, 
95492,2/16/23,6806,29920,0, , 
95492,2/15/23,6806,29920,1,13913945.13, 
95492,2/14/23,6805,29920,4, ,0.77517
95492,2/13/23,6801,29920,-1,17819363.06, 
95492,2/12/23,6802,29920,0, , 
95492,2/11/23,6802,29920,1, , 
95492,2/10/23,6801,29920,5,34367529.29, 
95492,2/9/23,6796,29920,1, , 
95492,2/8/23,6795,29920,2,31342879.42, 
95492,2/7/23,6793,29920,5, ,0.775067
95492,2/6/23,6788,29920,0,50064742.11, 
95492,2/5/23,6788,29920,0, , 
95492,2/4/23,6788,29920,5, , 
95492,2/3/23,6783,29920,3,10733447.26, 
95492,2/2/23,6780,29920,2, , 
95492,2/1/23,6778,29920,-1,8808939.813, 
95492,1/31/23,6779,29920,5, ,0.775067
95492,1/30/23,6774,29920,-1,33736605.91, 
95492,1/29/23,6775,29920,0, , 
95492,1/28/23,6775,29920,2, , 
95492,1/27/23,6773,29920,0,21072492.26, 
95492,1/26/23,6773,29920,1, , 
95492,1/25/23,6772,29920,2,18840318.18, 
95492,1/24/23,6770,29920,5, ,0.774931
95492,1/23/23,6765,29920,0,8892231.025, 
95492,1/22/23,6765,29920,0, , 
95492,1/21/23,6765,29920,3, , 
95492,1/20/23,6762,29920,2,8567874.897, 
95492,1/19/23,6760,29920,-1, , 
95492,1/18/23,6761,29920,1,13499979.22, 
95492,1/17/23,6760,29920,1, ,0.774794
95492,1/16/23,6759,29920,1, , 
95492,1/15/23,6758,29920,0, , 
95492,1/14/23,6758,29920,-1, , 
95492,1/13/23,6759,29920,4,2537897.094, 
95492,1/12/23,6755,29920,4, , 
95492,1/11/23,6751,29920,-1,3671492.143, 
95492,1/10/23,6752,29920,7, ,0.774692
95492,1/9/23,6745,29920,-1,4877438.329, 
95492,1/8/23,6746,29920,0, , 
95492,1/7/23,6746,29920,2, , 
95492,1/6/23,6744,29920,2, , 
95492,1/5/23,6742,29920,1,10416966.18, 
95492,1/4/23,6741,29920,1, , 
95492,1/3/23,6740,29920,8,7935272.32,0.774521
95492,1/2/23,6732,29920,0, , 
95492,1/1/23,6732,29920,0, , 
95492,12/31/22,6732,29920,9, , 
95492,12/30/22,6723,29920,0, , 
95492,12/29/22,6723,29920,1,9805618.766, 
95492,12/28/22,6722,29920,4, , 
95492,12/27/22,6718,29920,5, ,0.774453
95492,12/26/22,6713,29920,0, , 
95492,12/25/22,6713,29920,0, , 
95492,12/24/22,6713,29920,2, , 
95492,12/23/22,6711,29920,5, , 
95492,12/22/22,6706,29920,2, , 
95492,12/21/22,6704,29920,3,14120700.55, 
95492,12/20/22,6701,29920,6, ,0.774316
95492,12/19/22,6695,29920,1,18277879.7, 
95492,12/18/22,6694,29920,0, , 
95492,12/17/22,6694,29920,0, , 
95492,12/16/22,6694,29920,12,11089006.32, 
95492,12/15/22,6682,29920,1, , 
95492,12/14/22,6681,29920,5, , 
95492,12/13/22,6676,29920,9, ,0.774145
95492,12/12/22,6667,29920,1, , 
95492,12/11/22,6666,29920,0, , 
95492,12/10/22,6666,29920,3, , 
95492,12/9/22,6663,29920,8, , 
95492,12/8/22,6655,29920,4, , 
95492,12/7/22,6651,29920,4, , 
95492,12/6/22,6647,29920,3, ,0.774008
95492,12/5/22,6644,29920,0, , 
95492,12/4/22,6644,29920,0, , 
95492,12/3/22,6644,29920,3, , 
95492,12/2/22,6641,29920,4, , 
95492,12/1/22,6637,29920,4, , 
95492,11/30/22,6633,29920,3, , 
95492,11/29/22,6630,29920,4, ,0.773906
95492,11/28/22,6626,29920,0, , 
95492,11/27/22,6626,29920,0, , 
95492,11/26/22,6626,29920,1, , 
95492,11/25/22,6625,29920,2, , 
95492,11/24/22,6623,29920,13, , 
