Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
94560,2/17/23,12187,44245,0, , 
94560,2/16/23,12187,44245,0,49759947.91, 
94560,2/15/23,12187,44245,6, , 
94560,2/14/23,12181,44245,25,130425435.8,0.885798
94560,2/13/23,12156,44245,0, , 
94560,2/12/23,12156,44245,0, , 
94560,2/11/23,12156,44245,1, , 
94560,2/10/23,12155,44245,0, , 
94560,2/9/23,12155,44245,8,253904280.2, 
94560,2/8/23,12147,44245,3, , 
94560,2/7/23,12144,44245,7,29198357.56,0.885629
94560,2/6/23,12137,44245,0, , 
94560,2/5/23,12137,44245,0, , 
94560,2/4/23,12137,44245,0, , 
94560,2/3/23,12137,44245,15, , 
94560,2/2/23,10466,44245,12,12795749.24, 
94560,2/1/23,12115,44245,6, , 
94560,1/31/23,12109,44245,0,14552150.25,0.88529
94560,1/30/23,12109,44245,9, , 
94560,1/29/23,12100,44245,0, , 
94560,1/28/23,12100,44245,0, , 
94560,1/27/23,12100,44245,4, , 
94560,1/26/23,12096,44245,2,7435668.542, 
94560,1/25/23,12094,44245,4, , 
94560,1/24/23,12090,44245,11,24863056.38,0.885056
94560,1/23/23,12079,44245,0, , 
94560,1/22/23,12079,44245,0, , 
94560,1/21/23,12079,44245,3, , 
94560,1/20/23,12076,44245,-1, , 
94560,1/19/23,12077,44245,19,8932619.149, 
94560,1/18/23,12058,44245,0, , 
94560,1/17/23,12058,44245,20,6473364.37,0.884569
94560,1/16/23,12038,44245,0, , 
94560,1/15/23,12038,44245,0, , 
94560,1/14/23,12038,44245,0, , 
94560,1/13/23,12038,44245,0, , 
94560,1/12/23,12038,44245,43,4553176.154, 
94560,1/11/23,11995,44245,0, , 
94560,1/10/23,11995,44245,14,4761539.197,0.883954
94560,1/9/23,11981,44245,0, , 
94560,1/8/23,11981,44245,0, , 
94560,1/7/23,11981,44245,0, , 
94560,1/6/23,11981,44245,0, , 
94560,1/5/23,11981,44245,26,9854408.316, 
94560,1/4/23,11955,44245,22, , 
94560,1/3/23,11933,44245,0,4474559.999,0.883551
94560,1/2/23,11933,44245,0, , 
94560,1/1/23,11933,44245,0, , 
94560,12/31/22,11933,44245,31, , 
94560,12/30/22,11902,44245,1, , 
94560,12/29/22,11901,44245,8, , 
94560,12/28/22,11893,44245,0, , 
94560,12/27/22,11893,44245,40,46515482.59,0.883212
94560,12/26/22,11853,44245,0, , 
94560,12/25/22,11853,44245,0, , 
94560,12/24/22,11853,44245,0, , 
94560,12/23/22,11853,44245,0, , 
94560,12/22/22,11853,44245,19,15132509.73, 
94560,12/21/22,11834,44245,18, , 
94560,12/20/22,11816,44245,75,4465409.749,0.882682
94560,12/19/22,11741,44245,0, , 
94560,12/18/22,11741,44245,0, , 
94560,12/17/22,11741,44245,0, , 
94560,12/16/22,11741,44245,0, , 
94560,12/15/22,11741,44245,12,5778411.733, 
94560,12/14/22,11729,44245,7, , 
94560,12/13/22,11722,44245,14,6461720.398,0.882343
94560,12/12/22,11708,44245,43, , 
94560,12/11/22,11665,44245,0, , 
94560,12/10/22,11665,44245,0, , 
94560,12/9/22,11665,44245,43, , 
94560,12/8/22,11622,44245,7,288700.5473, 
94560,12/7/22,11615,44245,0, , 
94560,12/6/22,11615,44245,10,868903.4017,0.881961
94560,12/5/22,11605,44245,41, , 
94560,12/4/22,11564,44245,0, , 
94560,12/3/22,11564,44245,0, , 
94560,12/2/22,11564,44245,42, , 
94560,12/1/22,11522,44245,0,125388.4319, 
94560,11/30/22,11522,44245,11, , 
94560,11/29/22,11511,44245,47,306120.1488,0.881113
94560,11/28/22,11464,44245,0, , 
94560,11/27/22,11464,44245,0, , 
94560,11/26/22,11464,44245,0, , 
94560,11/25/22,11464,44245,0, , 
94560,11/24/22,11464,44245,1699, , 
94560,11/23/22,9765,44245,-1682, , 
94560,11/22/22,11447,44245,0,365053.5915,0.880774
94560,11/21/22,11447,44245,24, , 
94560,11/20/22,11423,44245,0, , 
94560,11/19/22,11423,44245,0, , 
94560,11/18/22,11423,44245,10, , 
94560,11/17/22,11413,44245,28,88581.28314, 
94560,11/16/22,11385,44245,0, , 
94560,11/15/22,11385,44245,0,88026.9643,0.880414
94560,11/14/22,11385,44245,28, , 
94560,11/13/22,11357,44245,0, , 
94560,11/12/22,11357,44245,0, , 
94560,11/11/22,11357,44245,0, , 
94560,11/10/22,11357,44245,12,87849.4247, 
94560,11/9/22,11345,44245,22, , 
94560,11/8/22,11323,44245,0,96450.65796,0.879587
94560,11/7/22,11323,44245,11, , 
94560,11/6/22,11312,44245,0, , 
94560,11/5/22,11312,44245,1602, , 
94560,11/4/22,9710,44245,-1593, , 
94560,11/3/22,11303,44245,20,95827.62109, 
94560,11/2/22,11283,44245,0, , 
94560,11/1/22,11283,44245,4, ,0.879078
94560,10/31/22,11279,44245,26, , 
94560,10/30/22,11253,44245,0, , 
94560,10/29/22,11253,44245,0, , 
94560,10/28/22,11253,44245,0, , 
94560,10/27/22,11253,44245,8, , 
94560,10/26/22,11245,44245,20, , 
94560,10/25/22,11225,44245,0, ,0.87823
94560,10/24/22,11225,44245,0, , 
94560,10/23/22,11225,44245,0, , 
94560,10/22/22,11225,44245,0, , 
94560,10/21/22,11225,44245,766, , 
94560,10/20/22,10459,44245,-728, , 
94560,10/19/22,11187,44245,0, , 
94560,10/18/22,11187,44245,18, ,0.877531
94560,10/17/22,11169,44245,0, , 
94560,10/16/22,11169,44245,0, , 
94560,10/15/22,11169,44245,0, , 
94560,10/14/22,11169,44245,3550, , 
94560,10/13/22,7619,44245,-3524, , 
94560,10/12/22,11143,44245,0, , 
94560,10/11/22,11143,44245,23, ,0.876662
94560,10/10/22,11120,44245,0, , 
94560,10/9/22,11120,44245,0, , 
94560,10/8/22,11120,44245,0, , 
94560,10/7/22,11120,44245,5, , 
94560,10/6/22,11115,44245,-385, , 
94560,10/5/22,11500,44245,3479, , 
94560,10/4/22,8021,44245,-3056, ,0.875814
94560,10/3/22,11077,44245,0, , 
94560,10/2/22,11077,44245,0, , 
94560,10/1/22,11077,44245,0, , 
94560,9/30/22,11077,44245,11, , 
94560,9/29/22,11066,44245,28, , 
94560,9/28/22,11038,44245,16, , 
94560,9/27/22,11022,44245,7, ,0.874881
94560,9/26/22,11015,44245,10, , 
94560,9/25/22,11005,44245,0, , 
94560,9/24/22,11005,44245,0, , 
